0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,0.0,0.02693825,0.109745264,0.11964133,0.1920316,0.055692114,0.08436886,0.0,0.21339266,0.003804433,0.059350368,0.14899103,0.0,0.032040805,0.05987653,0.024224225,0.0,0.0,0.07096989,0.022893911,0.01548225,0.10690844,0.0,0.035211436,0.18686026,0.24006179,0.06954715,0.0,0.29114032,0.0,0.08778035,0.08732772,0.0,0.005873438,0.16639537,0.52371234,0.016010871,0.0332995,0.17730503,0.33314613,0.052673362,0.043680333,0.06559875,0.019123366,0.0,0.041139472,0.027221635,0.20239367,0.0,0.15480089,0.0035184328,0.057723176,0.04728259,0.030942349,0.001604484,0.0,0.02769652,0.19464274,0.0,0.035757322,0.031643294,0.111948885,0.22561231
0.0,0.0,0.0,0.0028282795,0.39050925,0.061325207,0.1022377,0.082710356,0.0,0.029670177,0.14079213,0.04084261,0.004093762,0.0,0.23357347,0.071082816,0.10766562,0.0,0.0,0.0,0.08377502,0.289127,0.0,0.17372318,0.022698293,0.023404818,0.21549672,0.018320933,0.0,0.26773888,0.0,0.054004427,0.024076713,0.0,0.047888394,0.20800044,0.2253127,0.0,0.14506051,0.010895081,0.16783236,0.059359383,0.16311309,0.14682959,0.013433268,0.03660898,0.109836504,0.11907759,0.0,0.0,0.05704603,0.056351483,0.024168381,0.16403534,0.06600879,0.0070311627,0.0,0.014905939,0.0,0.029131139,0.0029919625,0.055230588,0.35655454,0.30715966
0.0,0.0,0.021641133,0.084147625,0.23801091,0.057502158,0.0,0.04330798,0.0,0.34154812,0.025854979,0.030560805,0.0,0.1283889,0.0063752825,0.10262204,0.013200725,0.0,0.15151823,0.022288553,0.03830695,0.0,0.0,0.031037007,0.17711855,0.06648237,0.038645107,0.09461654,0.0,0.3641471,0.0,0.047870968,0.0,0.0,0.047694206,0.061735615,0.21447155,0.026721196,0.004366428,0.37205842,0.40222216,0.038038038,0.0529539,0.12654261,0.0039856215,0.0,0.05633049,0.027152624,0.0789982,0.0,0.1021984,0.22071159,0.0,0.0809828,0.0,0.11495359,0.0,0.16962753,0.0051269024,0.043599464,0.0046693133,0.029142657,0.0,0.29009417
0.0,0.0,0.07439792,0.08102857,0.18272708,0.18135817,0.01747589,0.15798318,0.0,0.3747717,0.07076675,0.0659679,0.005407135,0.009321626,0.07160499,0.18859665,0.13752986,0.0,0.019858671,0.09409344,0.061441503,0.01707503,0.012722849,0.15770598,0.022882266,0.06408543,0.35947046,0.09537183,0.0,0.085671924,0.0,0.044462305,0.0,0.0,0.0828156,0.21169887,0.02114229,0.026962174,0.1443601,0.024795705,0.07972931,0.024819331,0.3278326,0.047245264,0.1615513,0.034835376,0.17946568,0.122889906,0.039248284,0.0,0.33905604,0.0752893,0.035053167,0.048764836,0.2832116,0.024530951,0.0,0.028579898,0.0047892067,0.043311153,0.013373897,0.0,0.020005768,0.14394788
0.0,0.0,0.023957377,0.08740403,0.11792039,0.028496288,0.13968566,0.085968666,0.0,0.048105247,0.22409034,0.021289041,0.07155292,0.0018991437,0.39557996,0.0063313474,0.02890221,0.0,0.10797996,0.05260818,0.046725407,0.04463183,0.0,0.06246511,0.04035414,0.10128806,0.018324021,0.047375996,0.0,0.16650054,0.0,0.17988624,0.031002302,0.0,0.025471,0.311523,0.4820452,0.0089186,0.10698839,0.0,0.18661965,0.044961892,0.16218199,0.1647703,0.02398211,0.0331769,0.06274133,0.28528774,0.0,0.0,0.13325447,0.15985829,0.06611437,0.12822093,0.124761045,0.06328266,0.0,0.0,0.027045807,0.019626861,0.017365068,0.0,0.071864404,0.16588688
0.0,0.0,0.043514814,0.013594347,0.05812262,0.023869641,0.06572978,0.0795471,0.0,0.07211703,0.16283377,0.014091719,0.08968063,0.002731311,0.112410076,0.050927594,0.0,0.0,0.16410549,0.041016974,0.13653462,0.072031364,0.10797564,0.116613925,0.025006786,0.0008576375,0.29615557,0.14180897,0.0,0.10558831,0.0,0.044258144,0.03345094,0.0,0.033021588,0.28458652,0.21930668,0.027568635,0.052462917,0.008106775,0.20781164,0.028901719,0.34967324,0.25448105,0.12368881,0.0,0.0074742953,0.0,0.01605488,0.0,0.3932866,0.09025922,0.044749312,0.18226875,0.07875056,0.036037046,0.0,0.027970636,0.12144929,0.011587193,0.0072168093,0.33064964,0.012789749,0.12877885
0.0,0.0,0.0,0.082040295,0.19852257,0.11419163,0.03890787,0.060356677,0.0,0.042164568,0.077828676,0.009943988,0.03972632,0.0,0.16634084,0.031710654,0.0,0.0,0.0702144,0.025262436,0.0,0.0122224465,0.0,0.0015762569,0.0900055,0.22408295,0.050088994,0.042291556,0.0,0.38056952,0.0,0.035511613,0.0,0.0,0.0,0.3667574,0.18292102,0.08824948,0.05913949,0.008144203,0.21416755,0.01644362,0.091077514,0.15766008,0.040207934,0.0,0.2831441,0.07660801,0.026078586,0.0,0.34004828,0.10276496,0.028330788,0.03964685,0.106528945,0.03413453,0.0,0.014319685,0.1449297,0.0,0.033747513,0.05514224,0.110781476,0.39668173
0.0,0.0,0.30871168,0.11200364,0.209563,0.043067783,0.03555335,0.033706553,0.0,0.027180284,0.012732726,0.026853366,0.014643007,0.021921478,0.35560805,0.08484322,0.1678875,0.0,0.0066728145,0.10530848,0.089966595,0.06942397,0.0,0.08906162,0.023837473,0.004059093,0.13902208,0.014057902,0.0,0.13678825,0.0,0.045764085,0.0,0.0,0.0,0.25737926,0.2630813,0.014379946,0.104919925,0.01596848,0.30997583,0.084496334,0.017241696,0.28007856,0.032141905,0.0,0.12505512,0.0408387,0.0,0.0,0.22031724,0.29131877,0.020855702,0.010648528,0.15328851,0.012975021,0.0,0.0,0.14240745,0.0069005787,0.054475415,0.0,0.13421966,0.24650615
0.0,0.0,0.0069509414,0.13172856,0.23076527,0.021340147,0.044238947,0.06292923,0.0,0.07073622,0.02556045,0.10783922,0.045250107,0.0015894249,0.25835207,0.1776294,0.11806338,0.0,0.031063974,0.025025643,0.18388751,0.04158541,0.16353682,0.0,0.11765547,0.031777736,0.020493606,0.0062033366,0.0,0.10666464,0.0,0.14010522,0.0,0.0,0.0,0.34842062,0.069352806,0.019602519,0.08785715,0.06277945,0.078165434,0.047286276,0.18204065,0.260568,0.07469693,0.0,0.23546724,0.2292696,0.059309,0.0,0.09832435,0.14050119,0.034822624,0.07089014,0.12018403,0.017817184,0.0,0.0,0.04643973,0.0,0.0,0.20570841,0.0014797143,0.47072566
0.0,0.0,0.08934244,0.1492199,0.12554045,0.16299273,0.22762631,0.07540635,0.0,0.08085464,0.20741583,0.013255505,0.0,0.098256834,0.15037718,0.07912938,0.0,0.0,0.0,0.054287292,0.018098092,0.04255866,0.11153864,0.024804184,0.0019213967,0.023910206,0.12558389,0.26400852,0.0,0.1703535,0.0,0.27323484,0.10153702,0.0,0.062894486,0.27353153,0.1705993,0.010832361,0.093913585,0.058746733,0.2595201,0.1763188,0.18851438,0.15566593,0.21812361,0.0,0.19487943,0.01971816,0.28898022,0.0,0.1613757,0.06742373,0.006860492,0.15466397,0.04537969,0.0077284104,0.0,0.0,0.033585228,0.01737659,0.0075546117,0.03376371,0.1361356,0.19421285
